sku,title,evidence_url,product_url,family,product_type,price,price_band,inventory,weight,weight_unit,weight_band,length,width,height,pack_count,status,merchant_status,merchant_availability,completeness
1199,"11x9x9"" ECT-32 Kraft Corrugated Boxes - Standard Strength, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1199-11x9x9-ect-32-kraft-corrugated-boxes-standard-strength-bundle-of-25/,https://packrift.com/products/11x9x9-ect-32-kraft-corrugated-boxes-standard-strength-bundle-of-25,boxes,Boxes - Corrugated,22.74,under-25,500,13.74,POUNDS,10-to-50-lb,11,9,9,25,catalog approved,active,in stock,100
121010,"12x10x10 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/121010-12x10x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25/,https://packrift.com/products/12x10x10-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-25,boxes,Boxes - Corrugated,22.23,under-25,500,17.12,POUNDS,10-to-50-lb,12,10,10,25,catalog approved,active,in stock,100
121010W,12x10x10 White Corrugated Boxes ECT-32 | 25-Pack Shipping Cartons,https://packrift.github.io/sku-evidence-cards/sku/121010w-12x10x10-white-corrugated-boxes-ect-32-25-pack-shipping-cartons/,https://packrift.com/products/12x10x10-white-corrugated-boxes-ect-32-25-pack-shipping-cartons,boxes,Boxes - Corrugated,31.23,25-to-75,300,16.86,POUNDS,10-to-50-lb,12,10,10,0,catalog approved,active,in stock,100
121012,"12x10x12 ECT-32 Kraft Corrugated Boxes - Industrial Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/121012-12x10x12-ect-32-kraft-corrugated-boxes-industrial-strength-shipping-25-pack/,https://packrift.com/products/12x10x12-ect-32-kraft-corrugated-boxes-industrial-strength-shipping-25-pack,boxes,Boxes - Corrugated,30.35,25-to-75,500,17.96,POUNDS,10-to-50-lb,12,10,12,0,catalog approved,active,in stock,100
121014,12x10x14 ECT-32 Kraft Corrugated Boxes - Bulk 25-Pack Shipping,https://packrift.github.io/sku-evidence-cards/sku/121014-12x10x14-ect-32-kraft-corrugated-boxes-bulk-25-pack-shipping/,https://packrift.com/products/12x10x14-ect-32-kraft-corrugated-boxes-bulk-25-pack-shipping,boxes,Boxes - Corrugated,47.99,25-to-75,100,20.58,POUNDS,10-to-50-lb,12,10,14,0,catalog approved,active,in stock,100
12102,"12x10x2"" ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12102-12x10x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack/,https://packrift.com/products/12x10x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack,boxes,Boxes - Corrugated,31.8,25-to-75,300,9.68,POUNDS,1-to-10-lb,12,10,2,0,catalog approved,active,in stock,100
12103,"12x10x3 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12103-12x10x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/12x10x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,18.47,under-25,500,11.8,POUNDS,10-to-50-lb,12,10,3,25,catalog approved,active,in stock,100
12104,"12x10x4 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12104-12x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/12x10x4-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,20.32,under-25,500,11.78,POUNDS,10-to-50-lb,12,10,4,25,catalog approved,active,in stock,100
12105,"12x10x5 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12105-12x10x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack/,https://packrift.com/products/12x10x5-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-25-pack,boxes,Boxes - Corrugated,19.8,under-25,500,12.56,POUNDS,10-to-50-lb,12,10,5,0,catalog approved,active,in stock,100
12106,"12x10x6 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12106-12x10x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/12x10x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,20.02,under-25,500,13.5,POUNDS,10-to-50-lb,12,10,6,0,catalog approved,active,in stock,100
12106W,12x10x6 ECT-32 White Corrugated Boxes - 25/Bundle,https://packrift.github.io/sku-evidence-cards/sku/12106w-12x10x6-ect-32-white-corrugated-boxes-25-bundle/,https://packrift.com/products/12x10x6-ect-32-white-corrugated-boxes-25-bundle,boxes,Boxes - Corrugated,24.43,under-25,500,13.52,POUNDS,10-to-50-lb,12,10,6,0,catalog approved,active,in stock,100
12107,"12x10x7 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12107-12x10x7-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25/,https://packrift.com/products/12x10x7-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25,boxes,Boxes - Corrugated,22.12,under-25,500,14.12,POUNDS,10-to-50-lb,12,10,7,25,catalog approved,active,in stock,100
12108,"12x10x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12108-12x10x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25/,https://packrift.com/products/12x10x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25,boxes,Boxes - Corrugated,21.9,under-25,500,15,POUNDS,10-to-50-lb,12,10,8,25,catalog approved,active,in stock,100
12108W,"12x10x8"" White ECT-32 Corrugated Boxes - 25-Count Bundle",https://packrift.github.io/sku-evidence-cards/sku/12108w-12x10x8-white-ect-32-corrugated-boxes-25-count-bundle/,https://packrift.com/products/12x10x8-white-ect-32-corrugated-boxes-25-count-bundle,boxes,Boxes - Corrugated,28.13,25-to-75,500,14.4,POUNDS,10-to-50-lb,12,10,8,0,catalog approved,active,in stock,100
12109,"12x10x9 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12109-12x10x9-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/12x10x9-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,23.97,under-25,500,15.5,POUNDS,10-to-50-lb,12,10,9,0,catalog approved,active,in stock,100
12116,"12x11x6 ECT-32 Kraft Corrugated Boxes - Flat Ship Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12116-12x11x6-ect-32-kraft-corrugated-boxes-flat-ship-storage-25-pack/,https://packrift.com/products/12x11x6-ect-32-kraft-corrugated-boxes-flat-ship-storage-25-pack,boxes,Boxes - Corrugated,22.84,under-25,500,14.24,POUNDS,10-to-50-lb,12,11,6,0,catalog approved,active,in stock,100
121213,"12.75x12.75x13.5 ECT-32 Kraft Master Carton Box - Freight Savings, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/121213-12-75x12-75x13-5-ect-32-kraft-master-carton-box-freight-savings-bundle-of-25/,https://packrift.com/products/12-75x12-75x13-5-ect-32-kraft-master-carton-box-freight-savings-bundle-of-25,boxes,Boxes - Corrugated,41.46,25-to-75,500,25.45,POUNDS,10-to-50-lb,12.75,12.75,13.5,25,catalog approved,active,in stock,100
121224,"12x12x24 ECT-32 Kraft Corrugated Boxes - End Load Tall Design, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/121224-12x12x24-ect-32-kraft-corrugated-boxes-end-load-tall-design-25-pack/,https://packrift.com/products/12x12x24-ect-32-kraft-corrugated-boxes-end-load-tall-design-25-pack,boxes,Boxes - Corrugated,48.6,25-to-75,500,31.9,POUNDS,10-to-50-lb,12,12,24,0,catalog approved,active,in stock,100
121236,"12x12x36"" Tall Corrugated Boxes, ECT-32 Kraft, Bundle of 15",https://packrift.github.io/sku-evidence-cards/sku/121236-12x12x36-tall-corrugated-boxes-ect-32-kraft-bundle-of-15/,https://packrift.com/products/12x12x36-tall-corrugated-boxes-ect-32-kraft-bundle-of-15,boxes,Boxes - Corrugated,41.98,25-to-75,500,26.18,POUNDS,10-to-50-lb,12,12,36,15,catalog approved,active,in stock,100
12126,12x12x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/12126-12x12x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/12x12x6-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,21.95,under-25,500,16.2,POUNDS,10-to-50-lb,12,12,6,25,catalog approved,active,in stock,100
12126R,12.5x12.5x6 ECT-32 Kraft Corrugated Boxes - Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/12126r-12-5x12-5x6-ect-32-kraft-corrugated-boxes-bundle-of-25/,https://packrift.com/products/12-5x12-5x6-ect-32-kraft-corrugated-boxes-bundle-of-25,boxes,Boxes - Corrugated,26.13,25-to-75,300,17.56,POUNDS,10-to-50-lb,12.5,12.5,6,25,catalog approved,active,in stock,100
12128W,12x12x8 ECT-32 White Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/12128w-12x12x8-ect-32-white-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/12x12x8-ect-32-white-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,39.26,25-to-75,500,18.12,POUNDS,10-to-50-lb,12,12,8,25,catalog approved,active,in stock,100
12317SSFOL,12.5x3x17.5 ECT-32 Self-Seal Side Loading Box - 25 Pack,https://packrift.github.io/sku-evidence-cards/sku/12317ssfol-12-5x3x17-5-ect-32-self-seal-side-loading-box-25-pack/,https://packrift.com/products/12-5x3x17-5-ect-32-self-seal-side-loading-box-25-pack,boxes,Boxes - Corrugated,104.53,75-to-200,100,14.54,POUNDS,10-to-50-lb,12.5,3,17.5,25,catalog approved,active,in stock,100
1233,"12x3x3 ECT-32 Kraft Corrugated Boxes - Long Format, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1233-12x3x3-ect-32-kraft-corrugated-boxes-long-format-bundle-of-25/,https://packrift.com/products/12x3x3-ect-32-kraft-corrugated-boxes-long-format-bundle-of-25,boxes,Boxes - Corrugated,17.5,under-25,300,3.76,POUNDS,1-to-10-lb,12,3,3,25,catalog approved,active,in stock,100
1244,"12x4x4 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25/Bundle",https://packrift.github.io/sku-evidence-cards/sku/1244-12x4x4-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-25-bundle/,https://packrift.com/products/12x4x4-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-25-bundle,boxes,Boxes - Corrugated,12.33,under-25,500,5.12,POUNDS,1-to-10-lb,12,4,4,0,catalog approved,active,in stock,100
1254,"12x5x4 ECT-32 Kraft Corrugated Boxes - Long-Item Shipping, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1254-12x5x4-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-bundle-of-25/,https://packrift.com/products/12x5x4-ect-32-kraft-corrugated-boxes-ai-long-item-shipping-bundle-of-25,boxes,Boxes - Corrugated,12.14,under-25,400,5.8,POUNDS,1-to-10-lb,12,5,4,25,catalog approved,active,in stock,100
1255,"12x5x5 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1255-12x5x5-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack/,https://packrift.com/products/12x5x5-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack,boxes,Boxes - Corrugated,12.38,under-25,500,6.16,POUNDS,1-to-10-lb,12,5,5,0,catalog approved,active,in stock,100
12612,"12x6x12 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12612-12x6x12-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/12x6x12-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,20.26,under-25,500,12.36,POUNDS,10-to-50-lb,12,6,12,0,catalog approved,active,in stock,100
12613,"12 3/4 x 6 3/8 x 13 1/2"" ECT-32 Master Corrugated Box - Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12613-12-3-4-x-6-3-8-x-13-1-2-ect-32-master-corrugated-box-bundle-of-25/,https://packrift.com/products/12-3-4-x-6-3-8-x-13-1-2-ect-32-master-corrugated-box-bundle-of-25,boxes,Boxes - Corrugated,23.16,under-25,500,14.38,POUNDS,10-to-50-lb,12.75,6.375,13.5,25,catalog approved,active,in stock,100
1262,"12x6x2 ECT-32 Kraft Corrugated Boxes - Long Format, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1262-12x6x2-ect-32-kraft-corrugated-boxes-long-format-25-pack/,https://packrift.com/products/12x6x2-ect-32-kraft-corrugated-boxes-long-format-25-pack,boxes,Boxes - Corrugated,20.1,under-25,300,5.18,POUNDS,1-to-10-lb,12,6,2,0,catalog approved,active,in stock,100
1263,"12x6x3 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1263-12x6x3-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack/,https://packrift.com/products/12x6x3-ect-32-kraft-corrugated-boxes-long-item-shipping-25-pack,boxes,Boxes - Corrugated,12.71,under-25,500,5.9,POUNDS,1-to-10-lb,12,6,3,0,catalog approved,active,in stock,100
1264,"12x6x4 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1264-12x6x4-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25/,https://packrift.com/products/12x6x4-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25,boxes,Boxes - Corrugated,12.68,under-25,500,6.8,POUNDS,1-to-10-lb,12,6,4,25,catalog approved,active,in stock,100
1265,"12x6x5"" ECT-32 Kraft Corrugated Long Boxes - 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1265-12x6x5-ect-32-kraft-corrugated-long-boxes-25-bundle/,https://packrift.com/products/12x6x5-ect-32-kraft-corrugated-long-boxes-25-bundle,boxes,Boxes - Corrugated,14.16,under-25,500,7.94,POUNDS,1-to-10-lb,12,6,5,25,catalog approved,active,in stock,100
1266,"12x6x6 ECT-32 Kraft Corrugated Boxes - Long Item Shipping, 25 Bundle",https://packrift.github.io/sku-evidence-cards/sku/1266-12x6x6-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25/,https://packrift.com/products/12x6x6-ect-32-kraft-corrugated-boxes-long-item-shipping-bundle-of-25,boxes,Boxes - Corrugated,14.62,under-25,500,8.22,POUNDS,1-to-10-lb,12,6,6,25,catalog approved,active,in stock,100
1268,"12x6x8"" ECT-32 Kraft Corrugated Boxes - Durable Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1268-12x6x8-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-25/,https://packrift.com/products/12x6x8-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-25,boxes,Boxes - Corrugated,18.52,under-25,500,9.76,POUNDS,1-to-10-lb,12,6,8,25,catalog approved,active,in stock,100
1275,"12x7x5"" ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle",https://packrift.github.io/sku-evidence-cards/sku/1275-12x7x5-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/12x7x5-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,21.07,under-25,500,8.62,POUNDS,1-to-10-lb,12,7,5,25,catalog approved,active,in stock,100
1277,12x7x7 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/1277-12x7x7-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/12x7x7-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,22.1,under-25,400,11.2,POUNDS,10-to-50-lb,12,7,7,25,catalog approved,active,in stock,100
12812,12x8x12 ECT-32 Kraft Corrugated Boxes - 25 Pack Bundle,https://packrift.github.io/sku-evidence-cards/sku/12812-12x8x12-ect-32-kraft-corrugated-boxes-25-pack-bundle/,https://packrift.com/products/12x8x12-ect-32-kraft-corrugated-boxes-25-pack-bundle,boxes,Boxes - Corrugated,31.85,25-to-75,300,14.9,POUNDS,10-to-50-lb,12,8,12,25,catalog approved,active,in stock,100
1283,"12x8x3 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1283-12x8x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/12x8x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,21.87,under-25,500,8.28,POUNDS,1-to-10-lb,12,8,3,25,catalog approved,active,in stock,100
1284,12x8x4 ECT-32 Kraft Corrugated Boxes - Flat Ship Bundle of 25,https://packrift.github.io/sku-evidence-cards/sku/1284-12x8x4-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25/,https://packrift.com/products/12x8x4-ect-32-kraft-corrugated-boxes-flat-ship-bundle-of-25,boxes,Boxes - Corrugated,16.53,under-25,500,9.28,POUNDS,1-to-10-lb,12,8,4,25,catalog approved,active,in stock,100
1285,"12x8x5 ECT-32 Kraft Corrugated Boxes - Industrial Strength, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1285-12x8x5-ect-32-kraft-corrugated-boxes-industrial-strength-25-pack/,https://packrift.com/products/12x8x5-ect-32-kraft-corrugated-boxes-industrial-strength-25-pack,boxes,Boxes - Corrugated,18.42,under-25,500,10.16,POUNDS,10-to-50-lb,12,8,5,0,catalog approved,active,in stock,100
1286,"12x8x6 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1286-12x8x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25/,https://packrift.com/products/12x8x6-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-25,boxes,Boxes - Corrugated,16.52,under-25,500,10.6,POUNDS,10-to-50-lb,12,8,6,25,catalog approved,active,in stock,100
1287,"12x8x7 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1287-12x8x7-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25/,https://packrift.com/products/12x8x7-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-25,boxes,Boxes - Corrugated,17.9,under-25,500,11.2,POUNDS,10-to-50-lb,12,8,7,25,catalog approved,active,in stock,100
1288,"12x8x8 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/1288-12x8x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack/,https://packrift.com/products/12x8x8-ect-32-kraft-corrugated-boxes-standard-strength-shipping-25-pack,boxes,Boxes - Corrugated,17.45,under-25,500,12.28,POUNDS,10-to-50-lb,12,8,8,0,catalog approved,active,in stock,100
1288W,"12x8x8 ECT-32 White Corrugated Boxes - Flat Ship, Bundle 25",https://packrift.github.io/sku-evidence-cards/sku/1288w-12x8x8-ect-32-white-corrugated-boxes-flat-ship-bundle-25/,https://packrift.com/products/12x8x8-ect-32-white-corrugated-boxes-flat-ship-bundle-25,boxes,Boxes - Corrugated,27.62,25-to-75,300,12.76,POUNDS,10-to-50-lb,12,8,8,0,catalog approved,active,in stock,100
12910,"12x9x10 ECT-32 Kraft Corrugated Boxes - Durable Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/12910-12x9x10-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-25/,https://packrift.com/products/12x9x10-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-25,boxes,Boxes - Corrugated,23.55,under-25,500,15.26,POUNDS,10-to-50-lb,12,9,10,25,catalog approved,active,in stock,100
12912,"12x9x12 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12912-12x9x12-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack/,https://packrift.com/products/12x9x12-ect-32-kraft-corrugated-boxes-reliable-shipping-25-pack,boxes,Boxes - Corrugated,25.25,25-to-75,500,17.06,POUNDS,10-to-50-lb,12,9,12,0,catalog approved,active,in stock,100
12912R,"12.25x9.25x12 ECT-32 Kraft Corrugated Boxes - Printer Perfect, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/12912r-12-25x9-25x12-ect-32-kraft-corrugated-boxes-printer-perfect-25-pack/,https://packrift.com/products/12-25x9-25x12-ect-32-kraft-corrugated-boxes-printer-perfect-25-pack,boxes,Boxes - Corrugated,26.03,25-to-75,500,16.84,POUNDS,10-to-50-lb,12.25,9.25,12,0,catalog approved,active,in stock,100
1292,"12x9x2 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1292-12x9x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/12x9x2-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,21.39,under-25,500,8.7,POUNDS,1-to-10-lb,12,9,2,25,catalog approved,active,in stock,100
1293,"12x9x3 ECT-32 Kraft Corrugated Boxes - Shallow Depth Shipping, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/1293-12x9x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25/,https://packrift.com/products/12x9x3-ect-32-kraft-corrugated-boxes-shallow-depth-shipping-bundle-of-25,boxes,Boxes - Corrugated,16.43,under-25,500,9.54,POUNDS,1-to-10-lb,12,9,3,25,catalog approved,active,in stock,100
