term,label,url,product_count,family_count,product_type_count,sample_skus
3m products,3m Products,https://packrift.github.io/packaging-vocabulary/terms/3m-products/,15,1,1,T9352214 T935236412PK T935301 T9362364 T9372308 T93520112PK T9302183PK T931265121PK T93123212PK T9362214 T93423412PK T934201 T936301 T9342153PK T9382393
clear face,Clear Face,https://packrift.github.io/packaging-vocabulary/terms/clear-face/,15,1,1,PL11 PL5 PL21 PL70 PL473 PL478 PL474 PL100 PL476 RCF810 PL475 PL28 RCF510 PL470 PL477
corrugated,Corrugated,https://packrift.github.io/packaging-vocabulary/terms/corrugated/,15,1,1,SP4242 SP2436DW SP4860 SP4048DW SP3648DW SP99 SP15 SP1013 SP1016 SP3648W SP1616 SP1117 SP88 SP4242W SP1113
corrugated sheets,Corrugated Sheets,https://packrift.github.io/packaging-vocabulary/terms/corrugated-sheets/,15,1,1,SP4242 SP2436DW SP4860 SP4048DW SP3648DW SP99 SP15 SP1013 SP1016 SP3648W SP1616 SP1117 SP88 SP4242W SP1113
document,Document,https://packrift.github.io/packaging-vocabulary/terms/document/,15,1,1,PL11 PL5 PL21 PL70 PL473 PL478 PL474 PL100 PL476 RCF810 PL475 PL28 RCF510 PL470 PL477
file storage boxes,File Storage Boxes,https://packrift.github.io/packaging-vocabulary/terms/file-storage-boxes/,15,1,1,FSB300 FSB370 FSB350 FSB200 FSB440 FSB240 FSB640 FSB680 FSB700 FSB400 FSB500 FSB280 FSB480 FSB170 FSB720
filing supplies,Filing Supplies,https://packrift.github.io/packaging-vocabulary/terms/filing-supplies/,15,1,1,FSB300 FSB370 FSB350 FSB200 FSB440 FSB240 FSB640 FSB680 FSB700 FSB400 FSB500 FSB280 FSB480 FSB170 FSB720
heavy duty,Heavy Duty,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty/,15,2,2,GL4840LID MDHD202020 MDHD262020 MDHD302020 MDHD322424 MDHD302424 T96960B T9352600 T9372600 T96960BY GL4824LID GL4030LID T935260012PK T9332600 T9382600
heavy duty mailing envelopes,Heavy Duty Mailing Envelopes,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-mailing-envelopes/,15,1,1,RM10SS RM5W RM5SS RM3SS RM2G RM6W RM4SS RM18SS RM7PS RM1SS25PK RM1W RM3W RM1G RM2W RM1721BK
heavy duty plastic bags,Heavy Duty Plastic Bags,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-plastic-bags/,15,1,1,PB8737 PB8812 PB8730 PB8805 PB8802 PB8545 PB8398 PB1896 PB8505 PBAS8222 PB8688 PB8650 PB4213 PB8595 PBAS8450
heavy duty poly bags,Heavy Duty Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-poly-bags/,15,1,1,PB8737 PB8812 PB8730 PB8805 PB8802 PB8545 PB8398 PB1896 PB8505 PBAS8222 PB8688 PB8650 PB4213 PB8595 PBAS8450
kraft bin,Kraft Bin,https://packrift.github.io/packaging-vocabulary/terms/kraft-bin/,15,1,1,BINW101042 BINMT412K BINBIN69K BINMT1012K BINEB123K BINBWZ418K BINBWZ818K BINMT624K BINMT212K BINW232042 BINBIN29K BINBWZ218K BINW102042 BINEB1812K BINMT424K
light blue tags,Light Blue Tags,https://packrift.github.io/packaging-vocabulary/terms/light-blue-tags/,15,1,1,G11053B G11043B G11081B G11011B G11031B G11041B G11052B G11061B G11022B G11032B G11071B G11033B G11063B G11062B G11093B
pipe wrap,Pipe Wrap,https://packrift.github.io/packaging-vocabulary/terms/pipe-wrap/,15,1,1,SFEC158 TNB503 SF208 TNBEC305 SF210 SF2071PK TNB750 SF211 TNB305BLUE TNB303YELLOW TNBEC303RED TNBEC303GRE TNB305WHITE TNB305YELLOW TNBEC305GRE
plastic tags,Plastic Tags,https://packrift.github.io/packaging-vocabulary/terms/plastic-tags/,15,1,1,G26052W G26059W G26050 G26054 G26070 G26064 G26055W G26066W G26077W G26073W G26062 G26057 G26063 G26027 G26031
stock pads,Stock Pads,https://packrift.github.io/packaging-vocabulary/terms/stock-pads/,15,1,1,SP4242 SP2436DW SP4860 SP4048DW SP3648DW SP99 SP15 SP1013 SP1016 SP3648W SP1616 SP1117 SP88 SP4242W SP1113
tan tape,Tan Tape,https://packrift.github.io/packaging-vocabulary/terms/tan-tape/,15,1,1,T901600T T902600T T902400T T90153T6PK T901900T T901373T6PK T935236412PK T9362364 T901600T6PK T905350T6PK T902371T6PK T90250T6PK T905170T T93123212PK T93423412PK
6 mil reclosable plastic bag,6 Mil Reclosable Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/6-mil-reclosable-plastic-bag/,14,2,1,PB3868 PB3870 PB3908 PB3857 PB3856 PB3907 PB3900 PB3887 PB4029 PB3886 PB3876 PB4278 PB3877 PB3898
audio mailers,Audio Mailers,https://packrift.github.io/packaging-vocabulary/terms/audio-mailers/,14,2,1,MLRCD MLRDVD MLRDVD6 MLRDVD10 MLRCDI MDMI1 MVM4 MLRCD6 MM1145 MM1002 CDLM1182 DLM1182 MM1150 MVM1
blown film,Blown Film,https://packrift.github.io/packaging-vocabulary/terms/blown-film/,14,1,1,SF153PS SF128 SF186 SF188 SF158B TNB750 SF211 SF127 MSF2060B MSF2080B MSF20755B SF159 MSF2080ORG MSF2080RED
bolsas de color,Bolsas De Color,https://packrift.github.io/packaging-vocabulary/terms/bolsas-de-color/,14,1,1,PB3585BK PB3615BK PB3635Y PB3615BL PB3550BK PB3565Y PB3645BK PB3645G PB3655Y PB3525W PB3540BL PB3550R PB3585Y PB3615G
bolsas de colores,Bolsas De Colores,https://packrift.github.io/packaging-vocabulary/terms/bolsas-de-colores/,14,1,1,PB3585BK PB3615BK PB3635Y PB3615BL PB3550BK PB3565Y PB3645BK PB3645G PB3655Y PB3525W PB3540BL PB3550R PB3585Y PB3615G
cd mailers,Cd Mailers,https://packrift.github.io/packaging-vocabulary/terms/cd-mailers/,14,2,1,MLRCD MEZ766 MEZ1174 MEZ1475 MEZ753 MEZ545 MEZ1055 MEZ988 MLRCDI MLRCD6 MM1145 MM1002 CDLM1182 MM1150
green labels,Green Labels,https://packrift.github.io/packaging-vocabulary/terms/green-labels/,14,1,1,DL615J DL614J DL631J DL635J DL6532 DL690J DL630J DL6531 DL1260 DL1310 DL1341 DL636D DL6781 DL638J
reclosable anti-static,Reclosable Anti-static,https://packrift.github.io/packaging-vocabulary/terms/reclosable-anti-static/,14,1,1,PBAS2115 PBAS720 MGAS4025 PTAS1002 PBAS2180 PBAS2195 PTAS1802 STC605 PBAS2105 STC620 PBAS725 PBAS730 STC655 PTAS0904
red labels,Red Labels,https://packrift.github.io/packaging-vocabulary/terms/red-labels/,14,1,1,DL614A DL632A DL6771 DL610A DL612G DL6541 DL638A DL635G DL611A DL613A DL6764 DL6921 DL1149 DL638G
resealable poly bag,Resealable Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/resealable-poly-bag/,14,1,1,PRR121515 PRR121215 PRR060915 PRR030415 PRR050515 PRR071004 PRR111415 PRR060615 PRR060209 PRR090412 PRR162004 PRR121504 PRR121815 PRR101515
resealable storage bags,Resealable Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/resealable-storage-bags/,14,1,1,PRR121515 PRR121215 PRR060915 PRR030415 PRR050515 PRR071004 PRR111415 PRR060615 PRR060209 PRR090412 PRR162004 PRR121504 PRR121815 PRR101515
seal self-sealing mailers,Seal Self-sealing Mailers,https://packrift.github.io/packaging-vocabulary/terms/seal-self-sealing-mailers/,14,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK
self adhering shipping bags,Self Adhering Shipping Bags,https://packrift.github.io/packaging-vocabulary/terms/self-adhering-shipping-bags/,14,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK
self stick packs,Self Stick Packs,https://packrift.github.io/packaging-vocabulary/terms/self-stick-packs/,14,1,1,B807SS25PK B804SS B805SS B806SS B811SS B803SS25PK B810WSS B807WSS B805WSS25PK B810WSS25PK B811WSS25PK B811WSS B806SS25PK B806WSS25PK
stackable bins,Stackable Bins,https://packrift.github.io/packaging-vocabulary/terms/stackable-bins/,14,2,1,BING110 BING111 BING112 BING120 BINS119 BINS120 BINS121 BINS110 BINS113 BINS116 BINC110 BINS122 BINC111 BINC113
unstrung tags,Unstrung Tags,https://packrift.github.io/packaging-vocabulary/terms/unstrung-tags/,14,1,1,G15021 G15071 G19061 G2525 G15151 G15141 G19031 G19071 G18051 G18041 G18071 G16141 G16161 G21011
6 mil reclosable bags,6 Mil Reclosable Bags,https://packrift.github.io/packaging-vocabulary/terms/6-mil-reclosable-bags/,13,1,1,PB3868 PB3870 PB3908 PB3857 PB3856 PB3907 PB3900 PB3887 PB3886 PB3876 PB4278 PB3877 PB3898
6 mil reclosable storage bags,6 Mil Reclosable Storage Bags,https://packrift.github.io/packaging-vocabulary/terms/6-mil-reclosable-storage-bags/,13,1,1,PB3868 PB3870 PB3908 PB3857 PB3856 PB3907 PB3900 PB3887 PB3886 PB3876 PB4278 PB3877 PB3898
acrylic,Acrylic,https://packrift.github.io/packaging-vocabulary/terms/acrylic/,13,2,1,T9236100 T92161006PK T9649286PK T963F94652PK T96190856PK T9654656PK T9639506PK T9649201PK T96894851PK T967467MP T963927 T9659627 T9659485
anti-static foam,Anti-static Foam,https://packrift.github.io/packaging-vocabulary/terms/anti-static-foam/,13,2,1,FSA12122 FSA18122 FSA12102 FSA1482 FSA10104 FSA1282 FD1824AS FCSA12122 FSA963 FSA1062 FSA14124 FSA882 FSA26184
auto fill bags,Auto Fill Bags,https://packrift.github.io/packaging-vocabulary/terms/auto-fill-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
automatic packing equipment,Automatic Packing Equipment,https://packrift.github.io/packaging-vocabulary/terms/automatic-packing-equipment/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
bag roll,Bag Roll,https://packrift.github.io/packaging-vocabulary/terms/bag-roll/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
carbonless tags,Carbonless Tags,https://packrift.github.io/packaging-vocabulary/terms/carbonless-tags/,13,1,1,G15021 G15071 G15151 G15141 G15083 G16141 G16161 G15033 G15203 G15143 G16173 G16033 G16183
clear pe tubing,Clear Pe Tubing,https://packrift.github.io/packaging-vocabulary/terms/clear-pe-tubing/,13,1,1,PT0602 PT02512 PT0404 PT1404 PT1406 PT0603 PT1004 PT1606 PT02515 PT02504 PZT0502 PT1015 PT1815
deluxe packing boxes,Deluxe Packing Boxes,https://packrift.github.io/packaging-vocabulary/terms/deluxe-packing-boxes/,13,1,1,40604PCMC 241818DPB 161212DPB 242418DPB 242046WARD 30404PCMC 241824DPB 202045WARD FR44 OUTERLAMP INNERMIRROR OUTERMIRROR MB7280S
floor covers,Floor Covers,https://packrift.github.io/packaging-vocabulary/terms/floor-covers/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
foam sheets,Foam Sheets,https://packrift.github.io/packaging-vocabulary/terms/foam-sheets/,13,1,1,FS1224 FS1212 FS2424 FSW661 FSW24241 FSC24241 FSC12122 FSW12122 FSC121205 FSC12121 FSW8805 FPP242411 FPP2424105
heavy duty poly bag,Heavy Duty Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/heavy-duty-poly-bag/,13,1,1,PB8737 PB8812 PB8730 PB8805 PB8802 PB8545 PB8398 PB1896 PB8505 PB8688 PB8650 PB4213 PB8595
loop,Loop,https://packrift.github.io/packaging-vocabulary/terms/loop/,13,1,2,VEL112 VEL155 VEL171 HLT106 HLT112 HLT116 HLT149 HLT153 HLT155 VEL167 VEL126 HLT167 HLT126
moisture barrier poly sheeting,Moisture Barrier Poly Sheeting,https://packrift.github.io/packaging-vocabulary/terms/moisture-barrier-poly-sheeting/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
paint sheeting,Paint Sheeting,https://packrift.github.io/packaging-vocabulary/terms/paint-sheeting/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
paint sheets,Paint Sheets,https://packrift.github.io/packaging-vocabulary/terms/paint-sheets/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
painter s plastic,Painter S Plastic,https://packrift.github.io/packaging-vocabulary/terms/painter-s-plastic/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
painter s plastic sheeting,Painter S Plastic Sheeting,https://packrift.github.io/packaging-vocabulary/terms/painter-s-plastic-sheeting/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
painter s sheet,Painter S Sheet,https://packrift.github.io/packaging-vocabulary/terms/painter-s-sheet/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
painter s sheeting,Painter S Sheeting,https://packrift.github.io/packaging-vocabulary/terms/painter-s-sheeting/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
painting sheet,Painting Sheet,https://packrift.github.io/packaging-vocabulary/terms/painting-sheet/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
painting sheets,Painting Sheets,https://packrift.github.io/packaging-vocabulary/terms/painting-sheets/,13,1,1,CF404C CF408C CF208C CF606C CF610C CF403C CF410C CF112C CF106C CF403B CF406B CF206C CF408B
paper bag ties,Paper Bag Ties,https://packrift.github.io/packaging-vocabulary/terms/paper-bag-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
paper colored twist ties,Paper Colored Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/paper-colored-twist-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
paper ties,Paper Ties,https://packrift.github.io/packaging-vocabulary/terms/paper-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
paper twist bag ties,Paper Twist Bag Ties,https://packrift.github.io/packaging-vocabulary/terms/paper-twist-bag-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
paper twist ties,Paper Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/paper-twist-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
pe sheeting,Pe Sheeting,https://packrift.github.io/packaging-vocabulary/terms/pe-sheeting/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
perfed bags,Perfed Bags,https://packrift.github.io/packaging-vocabulary/terms/perfed-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
perfed roll of bags,Perfed Roll of Bags,https://packrift.github.io/packaging-vocabulary/terms/perfed-roll-of-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
perforated bag roll,Perforated Bag Roll,https://packrift.github.io/packaging-vocabulary/terms/perforated-bag-roll/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
perforated poly bags,Perforated Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/perforated-poly-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
perforated roll of bags,Perforated Roll of Bags,https://packrift.github.io/packaging-vocabulary/terms/perforated-roll-of-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
pink labels,Pink Labels,https://packrift.github.io/packaging-vocabulary/terms/pink-labels/,13,1,1,DL613K DL614K DL6736 DL690K DL6511 DL6512 DL632K DL630K DL6730 DL6724 DL6754 DL637K DL6722
poly bag rolls,Poly Bag Rolls,https://packrift.github.io/packaging-vocabulary/terms/poly-bag-rolls/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
poly bags on a roll,Poly Bags On A Roll,https://packrift.github.io/packaging-vocabulary/terms/poly-bags-on-a-roll/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
polyethylene foam tape,Polyethylene Foam Tape,https://packrift.github.io/packaging-vocabulary/terms/polyethylene-foam-tape/,13,1,1,T9534466R T9554466R T9541162PK T954116 T9501162PK T9571162PK T9591162PK T9554004R T959116 T956116 T95740041PK T953590 T945116
pre-cut paper twist ties,Pre-cut Paper Twist Ties,https://packrift.github.io/packaging-vocabulary/terms/pre-cut-paper-twist-ties/,13,1,1,PBT8G PBT4G PBT4K PBT5O PBT5CS PBT7G PBT7CS PBT9CS PBT9W PBT10B PBT10O PBT12G PBT12O
pre-opened poly bags,Pre-opened Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/pre-opened-poly-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
pre-opened poly bags on a roll,Pre-opened Poly Bags On A Roll,https://packrift.github.io/packaging-vocabulary/terms/pre-opened-poly-bags-on-a-roll/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
protective adhesive pockets,Protective Adhesive Pockets,https://packrift.github.io/packaging-vocabulary/terms/protective-adhesive-pockets/,13,1,1,RM10SS RM5SS RM3SS RM2G RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1G RMU96W RMU97W RM1721BK
protective poly bags,Protective Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/protective-poly-bags/,13,1,1,GB21454 GB21438 GB21740 GB21472 GB21772 PFC2817106 PFC2817146 PFC281770 PFC281764 PFC2817110 PFC2817132 PFC2817138 PFC281794
protective poly covers,Protective Poly Covers,https://packrift.github.io/packaging-vocabulary/terms/protective-poly-covers/,13,1,1,GB21454 GB21438 GB21740 GB21472 GB21772 PFC2817106 PFC2817146 PFC281770 PFC281764 PFC2817110 PFC2817132 PFC2817138 PFC281794
quick strip envelopes,Quick Strip Envelopes,https://packrift.github.io/packaging-vocabulary/terms/quick-strip-envelopes/,13,1,1,SLE10131WE SLE10132WS SLE10152WS EN1066 EN1072 EN1064 EN1065 EN1076 EN1071 EN1073 EN1075 EN1070 EN1061
redi-strip envelopes,Redi-strip Envelopes,https://packrift.github.io/packaging-vocabulary/terms/redi-strip-envelopes/,13,1,1,SLE10131WE SLE10132WS SLE10152WS EN1066 EN1072 EN1064 EN1065 EN1076 EN1071 EN1073 EN1075 EN1070 EN1061
rolled bags,Rolled Bags,https://packrift.github.io/packaging-vocabulary/terms/rolled-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
rolls of bags,Rolls of Bags,https://packrift.github.io/packaging-vocabulary/terms/rolls-of-bags/,13,1,1,AB205 AB329 AB319 AB315 AB312 AB211 AB324 AB213 AB219 AB221 AB314 AB313 AB322
sato printer,Sato Printer,https://packrift.github.io/packaging-vocabulary/terms/sato-printer/,13,1,1,THL104 THL101 THL109 THL103 THL140 THL115 THL130RD THL130PK THL130DN THL106 THT131 THT136 THL152
self seal stayflat,Self Seal Stayflat,https://packrift.github.io/packaging-vocabulary/terms/self-seal-stayflat/,13,1,1,RM10SS RM5SS RM3SS RM2G RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1G RMU96W RMU97W RM1721BK
self-sealing cardboard envelopes,Self-sealing Cardboard Envelopes,https://packrift.github.io/packaging-vocabulary/terms/self-sealing-cardboard-envelopes/,13,1,1,RM10SS RM5SS RM3SS RM2G RM4SS RM18SS RM7PS RM1SS25PK RMU1311W RM1G RMU96W RMU97W RM1721BK
sheeting,Sheeting,https://packrift.github.io/packaging-vocabulary/terms/sheeting/,13,1,1,CF404C CF408C CF208C PC91 PC85 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
4 mil gusseted bag,4 Mil Gusseted Bag,https://packrift.github.io/packaging-vocabulary/terms/4-mil-gusseted-bag/,12,1,1,PB1830 PB1825 PB1802 PB1801 PB1831 PB1804 PB1865 PB4293 PB1840 PB1845 PB1870 PB1890
4 mil gusseted plastic bag,4 Mil Gusseted Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/4-mil-gusseted-plastic-bag/,12,1,1,PB1830 PB1825 PB1802 PB1801 PB1831 PB1804 PB1865 PB4293 PB1840 PB1845 PB1870 PB1890
4 mil gusseted storage bag,4 Mil Gusseted Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/4-mil-gusseted-storage-bag/,12,1,1,PB1830 PB1825 PB1802 PB1801 PB1831 PB1804 PB1865 PB4293 PB1840 PB1845 PB1870 PB1890
bag with handles,Bag with Handles,https://packrift.github.io/packaging-vocabulary/terms/bag-with-handles/,12,1,1,BGS103K BGS101K BGS111K BGS106K BGS101W BGS103W BGS108K BGS106W BGS110W BGS114K BGS105K BGS107K
black velcro,Black Velcro,https://packrift.github.io/packaging-vocabulary/terms/black-velcro/,12,1,2,VEL133 VEL112 VEL154 VEL137 VEL155 VEL181 VEL171 VEL131 VEL167 VEL182 VEL126 VEL183
brown mailers,Brown Mailers,https://packrift.github.io/packaging-vocabulary/terms/brown-mailers/,12,1,1,M24206 M30226 M22186 M24186 M32226 M30246 M28226 M24246 M26206 M36126 M20166 M28246
clear hand wrap,Clear Hand Wrap,https://packrift.github.io/packaging-vocabulary/terms/clear-hand-wrap/,12,1,1,SF153PS SF1880CAST SF128 SF186 SF188 SF159CAST SF121CAST SF127 SFV2015 SF159 MSF2080ORG MSF2080RED
clear sheeting,Clear Sheeting,https://packrift.github.io/packaging-vocabulary/terms/clear-sheeting/,12,1,1,CF404C CF408C CF208C PC91 PC99 CF606C CF610C CF403C CF410C CF112C CF106C CF206C
decorative mailers,Decorative Mailers,https://packrift.github.io/packaging-vocabulary/terms/decorative-mailers/,12,1,1,GBM0706R GBM1311B GBM1311R GBM1317S GBM1317B GBM1311BK GBM0911S GFM0912S GCV0610 GBM1317R GFM1013GD GFM1013B
di-cut bookfolds,Di-cut Bookfolds,https://packrift.github.io/packaging-vocabulary/terms/di-cut-bookfolds/,12,1,1,M24206 M30226 M22186 M24186 M32226 M30246 M28226 M24246 M26206 M36126 M20166 M28246
du pont envelopes,Du Pont Envelopes,https://packrift.github.io/packaging-vocabulary/terms/du-pont-envelopes/,12,1,1,TYE09122WE TYE12164WS TYE10132WE TYF0912WH TYE10131WE TYE10132WS TYE10152WS TYE12162WE TYE10131FC TYE12162FC TYC1215Y TYC1013B
dupont fabric,Dupont Fabric,https://packrift.github.io/packaging-vocabulary/terms/dupont-fabric/,12,1,1,TYE09122WE TYE12164WS TYE10132WE TYF0912WH TYE10131WE TYE10132WS TYE10152WS TYE12162WE TYE10131FC TYE12162FC TYC1215Y TYC1013B
expandable mailers,Expandable Mailers,https://packrift.github.io/packaging-vocabulary/terms/expandable-mailers/,12,1,1,TYE09122WE SLE10131WE SLE10132WS TYE12164WS TYE10132WE SLE10152WS TYE10131WE TYE10132WS TYE10152WS TYE12162WE TYE10131FC TYE12162FC
